Container ID	Container number	Segment ID	Segment name	Slot 1–8	Container name	Target count	Selected parameter names (pipe-delimited)	Reserve count	Reserve parameter names (pipe-delimited)	Selected start sequence	Selected end sequence	Reserve start sequence	Reserve end sequence	Container scope	Container interpretation	Main filters/modulators	Source path	Selection note
CON-071	71.0	SEG-09	Consciousness, Self and Social Intelligence	7.0	Attachment, Belonging, Status and Group Behaviour	32.0	Bonding/pair formation|Attachment activation|Proximity seeking|Secure-base use|Safe-haven seeking|Separation distress|Trust formation|Trust calibration|Betrayal sensitivity|Affiliation drive|Belonging need|Rejection sensitivity|Ostracism detection|Social-pain response|Inclusion seeking|Reputation management|Impression management|Status seeking|Rank/hierarchy perception|Dominance signalling|Submission signalling|Prestige pursuit|Deference behaviour|Coalition formation|Alliance tracking|In-group identification|Out-group differentiation|In-group favouritism|Out-group derogation risk|Conformity|Compliance|Obedience to authority	8.0	Cooperation|Competition|Reciprocity (direct)|Reciprocity (indirect/reputation)|Free-rider detection|Punishment of cheaters (altruistic)|Group-norm adherence|Social-comparison	2241.0	2272.0	571.0	578.0	Bonding, trust, affiliation, rejection sensitivity, hierarchy, reputation, cooperation, competition, coalition, reciprocity	Human decisions are often optimised for belonging, status or group survival rather than isolated accuracy.	Relationship history, group identity, scarcity, authority, culture, threat	05_PARAMETER_PYRAMID/ASI_Claude_Parameters.docx	Target 32 from corrected 2,560 architecture. Exact names are carried from the 3,204-name ASI_Claude_Parameters v1.0 source in source order. Any source names above the target are preserved in Held Reserve. Six visible candidates are separately marked in Core Reasoning because its target is 48 while the exact source list contains 42 names.
CON-072	72.0	SEG-09	Consciousness, Self and Social Intelligence	8.0	Morality, Norms, Culture and Meaning	36.0	Harm/care judgment|Fairness/justice judgment|Reciprocity/equity sense|Loyalty/in-group value|Authority/respect value|Purity/sanctity value|Liberty/oppression sensitivity|Rights recognition|Duty/obligation sense|Moral-intuition (fast)|Moral-reasoning (deliberate)|Moral-emotion (guilt)|Moral-emotion (shame)|Moral-emotion (disgust)|Moral-emotion (elevation)|Moral-emotion (outrage)|Empathy-based morality|Norm representation|Descriptive-norm tracking|Injunctive-norm tracking|Norm internalisation|Norm enforcement|Third-party punishment|Taboo/sacred-value protection|Moral-dilemma resolution|Utilitarian-vs-deontological weighting|Moral licensing|Moral disengagement|Moral-hypocrisy detection|Cultural-script application|Religious/spiritual framework|Existential-meaning construction|Purpose-seeking|Values-clarification|Moral-identity|Moral-courage activation	4.0	Cheating/temptation resistance|Justification/rationalisation|Moral-judgment vs moral-action gap|Cross-cultural moral variation	2273.0	2308.0	579.0	582.0	Fairness, harm, duty, loyalty, rights, taboo, guilt, norm enforcement, cultural scripts, existential meaning, spirituality, shared values	Moral judgment, moral motivation and moral action must be separated; people may judge an act wrong yet still perform it.	Culture, religion, law, group, authority, identity, context, consequence	05_PARAMETER_PYRAMID/ASI_Claude_Parameters.docx	Target 36 from corrected 2,560 architecture. Exact names are carried from the 3,204-name ASI_Claude_Parameters v1.0 source in source order. Any source names above the target are preserved in Held Reserve. Six visible candidates are separately marked in Core Reasoning because its target is 48 while the exact source list contains 42 names.
CON-073	73.0	SEG-10	Development, Metacognition and Adaptation	1.0	Development and Maturation	32.0	Prenatal development|Reflex development (infant)|Sensorimotor development|Perceptual development|Attachment formation (infancy)|Object-permanence acquisition|Language acquisition (early)|Vocabulary explosion|Grammar acquisition|Motor-milestone progression|Executive-function development|Working-memory growth|Inhibition development|Theory-of-mind emergence|Self-recognition emergence|Emotion-regulation development|Social-referencing|Peer-relationship development|Moral development|Identity formation (adolescence)|Abstract-reasoning emergence|Risk-taking (adolescent) profile|Reward-sensitivity shift (adolescence)|Prefrontal maturation|Myelination progression|Synaptic pruning|Sensitive/critical periods|Puberty/hormonal transition|Adult cognitive consolidation|Expertise accumulation (adulthood)|Fluid-ability trajectory|Crystallised-ability trajectory	8.0	Processing-speed change (aging)|Memory-aging pattern|Wisdom development|Emotional-aging (positivity shift)|Compensation with age|Cognitive-reserve building|Developmental sequencing|Individual-difference trajectories	2309.0	2340.0	583.0	590.0	Infant development, childhood learning, adolescence, adult maturation, ageing, sensitive periods, developmental sequencing	Human functions do not appear fully formed; different systems mature at different rates.	Genetics, nutrition, caregiving, education, trauma, culture, illness	05_PARAMETER_PYRAMID/ASI_Claude_Parameters.docx	Target 32 from corrected 2,560 architecture. Exact names are carried from the 3,204-name ASI_Claude_Parameters v1.0 source in source order. Any source names above the target are preserved in Held Reserve. Six visible candidates are separately marked in Core Reasoning because its target is 48 while the exact source list contains 42 names.
CON-074	74.0	SEG-10	Development, Metacognition and Adaptation	2.0	Plasticity, Skill Acquisition and Learning-to-Learn	36.0	Neuroplasticity|Experience-dependent change|Practice effects|Deliberate practice|Skill acquisition (cognitive stage)|Skill acquisition (associative stage)|Skill acquisition (autonomous stage)|Strategy learning|Strategy refinement|Meta-strategy selection|Transfer (near)|Transfer (far)|Generalisation|Discrimination learning|Feedback utilisation|Error-driven learning|Spacing/distributed practice|Interleaving|Retrieval practice|Elaboration strategy|Chunking development|Automatisation|Fluency building|Relearning speed|Savings (relearning benefit)|Capacity expansion (with training)|Working-memory training limits|Cognitive-load management|Scaffolding use|Zone-of-proximal-development targeting|Learning-rate adaptation|Motivation-for-learning|Self-regulated learning|Goal-setting for learning|Progress monitoring (learning)|Skill-plateau breakthrough	4.0	Overlearning|Skill-decay resistance|Cross-domain skill import|Learning-to-learn (meta)	2341.0	2376.0	591.0	594.0	Adaptation, practice effects, strategy learning, transfer, generalisation, feedback use, relearning, capacity change	Plasticity is constrained; improvement in one trained task may not automatically transfer everywhere.	Age, repetition, feedback, sleep, motivation, injury, task design	05_PARAMETER_PYRAMID/ASI_Claude_Parameters.docx	Target 36 from corrected 2,560 architecture. Exact names are carried from the 3,204-name ASI_Claude_Parameters v1.0 source in source order. Any source names above the target are preserved in Held Reserve. Six visible candidates are separately marked in Core Reasoning because its target is 48 while the exact source list contains 42 names.
CON-075	75.0	SEG-10	Development, Metacognition and Adaptation	3.0	Metacognition and Self-Monitoring	32.0	Metacognitive knowledge|Knowledge-of-self (as learner)|Knowledge-of-task|Knowledge-of-strategy|Feeling-of-knowing|Judgment-of-learning|Ease-of-learning judgment|Confidence judgment|Retrospective-confidence|Prospective-confidence|Tip-of-the-tongue monitoring|Source monitoring|Reality monitoring|Error awareness (metacognitive)|Comprehension monitoring|Performance monitoring|Accuracy monitoring|Uncertainty monitoring|Metacognitive sensitivity|Metacognitive bias (over/under)|Calibration (confidence↔accuracy)|Strategy selection|Strategy-switching (metacognitive)|Effort allocation (metacognitive)|Study-time allocation|Stopping decisions (enough)|Help-seeking judgment|Self-explanation|Self-testing|Reflection|Bias awareness|Blind-spot detection	8.0	Illusion-of-knowing detection|Overconfidence correction|Underconfidence correction|Control-of-processing (metacognitive)|Monitoring under load|Metacognitive-feeling interpretation|Self-assessment accuracy|Metacognitive regulation loop	2377.0	2408.0	595.0	602.0	Confidence, error awareness, knowing-what-you-know, strategy selection, bias awareness, memory monitoring, decision monitoring	Performance and awareness of performance can fail independently.	Insight, feedback, mood, expertise, stakes, self-protection, cognitive load	05_PARAMETER_PYRAMID/ASI_Claude_Parameters.docx	Target 32 from corrected 2,560 architecture. Exact names are carried from the 3,204-name ASI_Claude_Parameters v1.0 source in source order. Any source names above the target are preserved in Held Reserve. Six visible candidates are separately marked in Core Reasoning because its target is 48 while the exact source list contains 42 names.
CON-076	76.0	SEG-10	Development, Metacognition and Adaptation	4.0	Heuristics, Biases and Cognitive Distortion	32.0	Availability heuristic|Representativeness heuristic|Anchoring-and-adjustment|Affect heuristic|Recognition heuristic|Fluency heuristic|Confirmation bias|Disconfirmation avoidance|Motivated reasoning|Belief perseverance|Hindsight bias|Outcome bias|Framing effect|Loss aversion|Endowment effect|Status-quo bias|Sunk-cost fallacy|Base-rate neglect|Conjunction fallacy|Gambler's fallacy|Regression neglect|Overconfidence bias|Optimism bias|Planning fallacy|Illusion of control|Fundamental attribution error|Self-serving bias|In-group bias|Halo effect|Negativity bias|Availability cascade|Bandwagon/conformity bias	8.0	Authority bias|Survivorship bias|Dunning-Kruger pattern|Present bias/hyperbolic discounting|Illusory correlation|Stereotyping|Priming/context effects|Cognitive-distortion (clinical patterns)	2409.0	2440.0	603.0	610.0	Anchoring, availability, confirmation bias, framing, loss aversion, attribution error, motivated reasoning, hindsight bias	Biases are not only defects; some are fast shortcuts that become harmful under the wrong conditions.	Time pressure, emotion, identity, incentives, uncertainty, group influence	05_PARAMETER_PYRAMID/ASI_Claude_Parameters.docx	Target 32 from corrected 2,560 architecture. Exact names are carried from the 3,204-name ASI_Claude_Parameters v1.0 source in source order. Any source names above the target are preserved in Held Reserve. Six visible candidates are separately marked in Core Reasoning because its target is 48 while the exact source list contains 42 names.
CON-077	77.0	SEG-10	Development, Metacognition and Adaptation	5.0	Resilience, Failure Detection and Repair	28.0	Stress appraisal (challenge/threat)|Coping-resource assessment|Problem-focused coping|Emotion-focused coping|Meaning-making|Benefit-finding|Cognitive reframing (adversity)|Acceptance of setback|Error detection (of self)|Error acknowledgement|Failure diagnosis|Root-cause (of failure) analysis|Strategy repair|Plan revision (after failure)|Behavioural restart|Recovery pacing|Emotional recovery|Distress tolerance|Hope maintenance|Optimism deployment|Self-compassion|Rumination interruption|Help-seeking|Support mobilisation|Adaptation after loss|Grief integration|Post-traumatic growth|Bounce-back (rebound)	12.0	Persistence-after-failure|Learned-optimism building|Setback-normalisation|Avoidance-vs-approach (after failure)|Denial detection|Defensive-response monitoring|Resilience-resource building|Relapse-prevention|Confidence rebuilding|Failure-to-learning conversion|Recovery-monitoring|Adaptive-quitting judgment	2441.0	2468.0	611.0	622.0	Coping, error recovery, strategy repair, emotional recovery, behavioural restart, help-seeking, adaptation after loss	Failure can produce repair, avoidance, collapse, learning or defensive denial.	Support, meaning, resources, trauma, personality, prior recovery, safety	05_PARAMETER_PYRAMID/ASI_Claude_Parameters.docx	Target 28 from corrected 2,560 architecture. Exact names are carried from the 3,204-name ASI_Claude_Parameters v1.0 source in source order. Any source names above the target are preserved in Held Reserve. Six visible candidates are separately marked in Core Reasoning because its target is 48 while the exact source list contains 42 names.
CON-078	78.0	SEG-10	Development, Metacognition and Adaptation	6.0	Expertise and Domain Adaptation	28.0	Pattern recognition (expert)|Perceptual chunking|Domain-knowledge depth|Schema richness|Rapid recognition (intuition)|Cue-utilisation (valid cues)|Selective encoding (relevant info)|Forward reasoning (experts)|Problem-representation quality|Deep-structure encoding|Automated sub-skills|Procedural fluency|Anticipation (expert)|Situation awareness|Exception awareness|Boundary-of-competence sense|Rapid retrieval (domain)|Mental-model sophistication|Simulation (expert)|Perceptual sensitivity (fine discrimination)|Speed-accuracy (expert)|Robustness to distraction|Adaptive expertise|Routine expertise|Transfer within domain|Overconfidence (out-of-domain) risk|Intuition reliability (valid environments)|Intuition failure (invalid environments)	12.0	Calibration (expert)|Feedback-dependence for skill|Recency/currency maintenance|Deliberate-practice continuation|Knowledge-updating|Skill maintenance|Cross-context generalisation|Expert blind-spot|Tacit-knowledge use|Heuristic-repertoire (domain)|Error-recovery (expert)|Domain-specific attention tuning	2469.0	2496.0	623.0	634.0	Pattern chunking, specialised knowledge, rapid recognition, procedural fluency, expert intuition, exception awareness	Expert intuition may be powerful in stable environments but unreliable when conditions change.	Practice quality, feedback, domain stability, motivation, recency, overconfidence	05_PARAMETER_PYRAMID/ASI_Claude_Parameters.docx	Target 28 from corrected 2,560 architecture. Exact names are carried from the 3,204-name ASI_Claude_Parameters v1.0 source in source order. Any source names above the target are preserved in Held Reserve. Six visible candidates are separately marked in Core Reasoning because its target is 48 while the exact source list contains 42 names.
CON-079	79.0	SEG-10	Development, Metacognition and Adaptation	7.0	Social Learning, Teaching and Cultural Transmission	32.0	Observational learning|Imitation (fidelity)|Emulation (goal copying)|Over-imitation|Selective (who-to-copy) learning|Prestige-biased learning|Success-biased learning|Similarity-biased learning|Conformity-biased learning|Model-based copying|Instruction following|Explicit teaching|Demonstration|Scaffolding (as learner)|Guided participation|Apprenticeship learning|Feedback-based teaching|Pedagogical-cue sensitivity|Natural-pedagogy uptake|Ostensive-cue reading|Teaching (as teacher)|Knowledge-gap detection (in learner)|Explanation tailoring|Correction/scaffolding (as teacher)|Cultural-norm acquisition|Ritual/convention learning|Tradition adherence|Intergenerational transfer|Cumulative-culture ratcheting|Innovation-vs-imitation balance|Social-proof reliance|Trust-in-testimony calibration	8.0	Source-credibility weighting|Misinformation susceptibility|Rumour/gossip transmission|Reputation-information use|Collective-knowledge pooling|Norm-copying|Skill-diffusion|Cultural-model internalisation	2497.0	2528.0	635.0	642.0	Imitation, emulation, instruction, demonstration, prestige learning, conformity, teaching, tradition, intergenerational knowledge	Humans accumulate knowledge across generations rather than learning only through individual trial.	Trust, status, group identity, culture, age, success visibility	05_PARAMETER_PYRAMID/ASI_Claude_Parameters.docx	Target 32 from corrected 2,560 architecture. Exact names are carried from the 3,204-name ASI_Claude_Parameters v1.0 source in source order. Any source names above the target are preserved in Held Reserve. Six visible candidates are separately marked in Core Reasoning because its target is 48 while the exact source list contains 42 names.
CON-080	80.0	SEG-10	Development, Metacognition and Adaptation	8.0	External Cognition, Institutions and Collective Intelligence	32.0	Writing/notation use|External-memory offloading|Note-taking|List/checklist use|Calculator/computation tools|Diagram/visualisation tools|Map/GPS use|Calendar/reminder systems|Search/reference lookup|Record-keeping|Database/archive use|Digital-tool use|Cognitive-artifact use|Tool-extended reasoning|Distributed cognition (team)|Transactive memory (who-knows-what)|Division of cognitive labour|Delegation|Coordination protocols|Shared-representation building|Common-ground establishment|Joint attention (task)|Collaborative problem-solving|Group decision-making|Deliberation/aggregation|Wisdom-of-crowds use|Consensus formation|Conflict resolution (group)|Institutional-rule following|Procedure/standard use|Law/policy navigation|Role-based coordination	8.0	Market/price-signal use|Organisational memory|Documentation reliance|Peer-review/checking|Error-correction (institutional)|Trust-in-institution calibration|Technology-mediated collaboration|Collective-intelligence leverage	2529.0	2560.0	643.0	650.0	Writing, tools, calculators, maps, records, teams, organisations, laws, procedures, libraries, digital systems, distributed memory	Human intelligence extends into tools, other people and institutions; the individual brain is not the entire operating system.	Access, literacy, trust, coordination, authority, technology, institutional quality	05_PARAMETER_PYRAMID/ASI_Claude_Parameters.docx	Target 32 from corrected 2,560 architecture. Exact names are carried from the 3,204-name ASI_Claude_Parameters v1.0 source in source order. Any source names above the target are preserved in Held Reserve. Six visible candidates are separately marked in Core Reasoning because its target is 48 while the exact source list contains 42 names.

Context child layer
INT-CTX-001	CON-004	Signal evidence and confidence	Observed / sensor-supported / self-reported / inferred / assumed / unknown															CURRENT USER CORRECTION — CONTEXT CHILD; NOT YET COUNTED IN 2,560
INT-CTX-002	CON-004	Temporal, meal and sleep context	Actor local time, time awake, prior sleep, time since last meal, meal pattern and health constraints															CURRENT USER CORRECTION — CONTEXT CHILD; NOT YET COUNTED IN 2,560
INT-CTX-003	CON-004	Task demand and interruption context	Task type, physical/safety demand, stage, remaining time, interruption cost and checkpoint ability															CURRENT USER CORRECTION — CONTEXT CHILD; NOT YET COUNTED IN 2,560
