Node ID	Node class	Exact wording / registered identity	Parent node ID	Side	Segment ID	Container ID	Aligned slot	Active status	Approval status	Source workbook/sheet	Source row	Source preservation	Notes
SB-ASI-P1807	HUMAN_PARAMETER	Mood (diffuse) state	CON-057	HUMAN	SEG-08	CON-057	1807	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1808	PRESERVED	“Mood (diffuse) state” is a distinct operational function inside “Emotion Generation and Affective State”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: Emotion is a multi-component state, not merely a verbal label. Scope: Valence, arousal, fear, anger, sadness, joy, disgust, surprise, shame, guilt, pride, relief, envy, gratitude Main filters/modulators: Body state, interpretation, memory, culture, relationships, hormones, environment
SB-ASI-P1808	HUMAN_PARAMETER	Emotional intensity	CON-057	HUMAN	SEG-08	CON-057	1808	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1809	PRESERVED	“Emotional intensity” is a distinct operational function inside “Emotion Generation and Affective State”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: Emotion is a multi-component state, not merely a verbal label. Scope: Valence, arousal, fear, anger, sadness, joy, disgust, surprise, shame, guilt, pride, relief, envy, gratitude Main filters/modulators: Body state, interpretation, memory, culture, relationships, hormones, environment
SB-ASI-P1809	HUMAN_PARAMETER	Self-emotion detection	CON-058	HUMAN	SEG-08	CON-058	1809	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1810	PRESERVED	“Self-emotion detection” is a distinct operational function inside “Emotion Recognition and Labelling”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: A person may experience an emotion without accurately identifying or naming it. Scope: Recognition in self, recognition in others, bodily cue reading, facial cue reading, differentiation, emotion vocabulary Main filters/modulators: Interoceptive accuracy, culture, language, masking, attention, social experience
SB-ASI-P1810	HUMAN_PARAMETER	Self-emotion differentiation	CON-058	HUMAN	SEG-08	CON-058	1810	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1811	PRESERVED	“Self-emotion differentiation” is a distinct operational function inside “Emotion Recognition and Labelling”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: A person may experience an emotion without accurately identifying or naming it. Scope: Recognition in self, recognition in others, bodily cue reading, facial cue reading, differentiation, emotion vocabulary Main filters/modulators: Interoceptive accuracy, culture, language, masking, attention, social experience
SB-ASI-P1811	HUMAN_PARAMETER	Interoceptive-cue reading	CON-058	HUMAN	SEG-08	CON-058	1811	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1812	PRESERVED	“Interoceptive-cue reading” is a distinct operational function inside “Emotion Recognition and Labelling”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: A person may experience an emotion without accurately identifying or naming it. Scope: Recognition in self, recognition in others, bodily cue reading, facial cue reading, differentiation, emotion vocabulary Main filters/modulators: Interoceptive accuracy, culture, language, masking, attention, social experience
SB-ASI-P1812	HUMAN_PARAMETER	Bodily-signal interpretation	CON-058	HUMAN	SEG-08	CON-058	1812	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1813	PRESERVED	“Bodily-signal interpretation” is a distinct operational function inside “Emotion Recognition and Labelling”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: A person may experience an emotion without accurately identifying or naming it. Scope: Recognition in self, recognition in others, bodily cue reading, facial cue reading, differentiation, emotion vocabulary Main filters/modulators: Interoceptive accuracy, culture, language, masking, attention, social experience
SB-ASI-P1813	HUMAN_PARAMETER	Facial-cue reading (others)	CON-058	HUMAN	SEG-08	CON-058	1813	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1814	PRESERVED	“Facial-cue reading (others)” is a distinct operational function inside “Emotion Recognition and Labelling”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: A person may experience an emotion without accurately identifying or naming it. Scope: Recognition in self, recognition in others, bodily cue reading, facial cue reading, differentiation, emotion vocabulary Main filters/modulators: Interoceptive accuracy, culture, language, masking, attention, social experience
SB-ASI-P1814	HUMAN_PARAMETER	Vocal-cue reading (others)	CON-058	HUMAN	SEG-08	CON-058	1814	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1815	PRESERVED	“Vocal-cue reading (others)” is a distinct operational function inside “Emotion Recognition and Labelling”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: A person may experience an emotion without accurately identifying or naming it. Scope: Recognition in self, recognition in others, bodily cue reading, facial cue reading, differentiation, emotion vocabulary Main filters/modulators: Interoceptive accuracy, culture, language, masking, attention, social experience
SB-ASI-P1815	HUMAN_PARAMETER	Postural-cue reading	CON-058	HUMAN	SEG-08	CON-058	1815	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1816	PRESERVED	“Postural-cue reading” is a distinct operational function inside “Emotion Recognition and Labelling”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: A person may experience an emotion without accurately identifying or naming it. Scope: Recognition in self, recognition in others, bodily cue reading, facial cue reading, differentiation, emotion vocabulary Main filters/modulators: Interoceptive accuracy, culture, language, masking, attention, social experience
SB-ASI-P1816	HUMAN_PARAMETER	Contextual-emotion inference	CON-058	HUMAN	SEG-08	CON-058	1816	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1817	PRESERVED	“Contextual-emotion inference” is a distinct operational function inside “Emotion Recognition and Labelling”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: A person may experience an emotion without accurately identifying or naming it. Scope: Recognition in self, recognition in others, bodily cue reading, facial cue reading, differentiation, emotion vocabulary Main filters/modulators: Interoceptive accuracy, culture, language, masking, attention, social experience
SB-ASI-P1817	HUMAN_PARAMETER	Emotion-word retrieval	CON-058	HUMAN	SEG-08	CON-058	1817	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1818	PRESERVED	“Emotion-word retrieval” is a distinct operational function inside “Emotion Recognition and Labelling”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: A person may experience an emotion without accurately identifying or naming it. Scope: Recognition in self, recognition in others, bodily cue reading, facial cue reading, differentiation, emotion vocabulary Main filters/modulators: Interoceptive accuracy, culture, language, masking, attention, social experience
SB-ASI-P1818	HUMAN_PARAMETER	Emotion vocabulary use	CON-058	HUMAN	SEG-08	CON-058	1818	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1819	PRESERVED	“Emotion vocabulary use” is a distinct operational function inside “Emotion Recognition and Labelling”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: A person may experience an emotion without accurately identifying or naming it. Scope: Recognition in self, recognition in others, bodily cue reading, facial cue reading, differentiation, emotion vocabulary Main filters/modulators: Interoceptive accuracy, culture, language, masking, attention, social experience
SB-ASI-P1819	HUMAN_PARAMETER	Emotional granularity	CON-058	HUMAN	SEG-08	CON-058	1819	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1820	PRESERVED	“Emotional granularity” is a distinct operational function inside “Emotion Recognition and Labelling”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: A person may experience an emotion without accurately identifying or naming it. Scope: Recognition in self, recognition in others, bodily cue reading, facial cue reading, differentiation, emotion vocabulary Main filters/modulators: Interoceptive accuracy, culture, language, masking, attention, social experience
SB-ASI-P1820	HUMAN_PARAMETER	Valence identification	CON-058	HUMAN	SEG-08	CON-058	1820	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1821	PRESERVED	“Valence identification” is a distinct operational function inside “Emotion Recognition and Labelling”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: A person may experience an emotion without accurately identifying or naming it. Scope: Recognition in self, recognition in others, bodily cue reading, facial cue reading, differentiation, emotion vocabulary Main filters/modulators: Interoceptive accuracy, culture, language, masking, attention, social experience
SB-ASI-P1821	HUMAN_PARAMETER	Arousal identification	CON-058	HUMAN	SEG-08	CON-058	1821	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1822	PRESERVED	“Arousal identification” is a distinct operational function inside “Emotion Recognition and Labelling”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: A person may experience an emotion without accurately identifying or naming it. Scope: Recognition in self, recognition in others, bodily cue reading, facial cue reading, differentiation, emotion vocabulary Main filters/modulators: Interoceptive accuracy, culture, language, masking, attention, social experience
SB-ASI-P1822	HUMAN_PARAMETER	Discrete-emotion labelling	CON-058	HUMAN	SEG-08	CON-058	1822	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1823	PRESERVED	“Discrete-emotion labelling” is a distinct operational function inside “Emotion Recognition and Labelling”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: A person may experience an emotion without accurately identifying or naming it. Scope: Recognition in self, recognition in others, bodily cue reading, facial cue reading, differentiation, emotion vocabulary Main filters/modulators: Interoceptive accuracy, culture, language, masking, attention, social experience
SB-ASI-P1823	HUMAN_PARAMETER	Blended-emotion parsing	CON-058	HUMAN	SEG-08	CON-058	1823	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1824	PRESERVED	“Blended-emotion parsing” is a distinct operational function inside “Emotion Recognition and Labelling”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: A person may experience an emotion without accurately identifying or naming it. Scope: Recognition in self, recognition in others, bodily cue reading, facial cue reading, differentiation, emotion vocabulary Main filters/modulators: Interoceptive accuracy, culture, language, masking, attention, social experience
SB-ASI-P1824	HUMAN_PARAMETER	Intensity estimation	CON-058	HUMAN	SEG-08	CON-058	1824	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1825	PRESERVED	“Intensity estimation” is a distinct operational function inside “Emotion Recognition and Labelling”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: A person may experience an emotion without accurately identifying or naming it. Scope: Recognition in self, recognition in others, bodily cue reading, facial cue reading, differentiation, emotion vocabulary Main filters/modulators: Interoceptive accuracy, culture, language, masking, attention, social experience
SB-ASI-P1825	HUMAN_PARAMETER	Emotion-cause attribution	CON-058	HUMAN	SEG-08	CON-058	1825	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1826	PRESERVED	“Emotion-cause attribution” is a distinct operational function inside “Emotion Recognition and Labelling”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: A person may experience an emotion without accurately identifying or naming it. Scope: Recognition in self, recognition in others, bodily cue reading, facial cue reading, differentiation, emotion vocabulary Main filters/modulators: Interoceptive accuracy, culture, language, masking, attention, social experience
SB-ASI-P1826	HUMAN_PARAMETER	Emotion-source localisation	CON-058	HUMAN	SEG-08	CON-058	1826	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1827	PRESERVED	“Emotion-source localisation” is a distinct operational function inside “Emotion Recognition and Labelling”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: A person may experience an emotion without accurately identifying or naming it. Scope: Recognition in self, recognition in others, bodily cue reading, facial cue reading, differentiation, emotion vocabulary Main filters/modulators: Interoceptive accuracy, culture, language, masking, attention, social experience
SB-ASI-P1827	HUMAN_PARAMETER	Own-vs-other emotion distinction	CON-058	HUMAN	SEG-08	CON-058	1827	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1828	PRESERVED	“Own-vs-other emotion distinction” is a distinct operational function inside “Emotion Recognition and Labelling”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: A person may experience an emotion without accurately identifying or naming it. Scope: Recognition in self, recognition in others, bodily cue reading, facial cue reading, differentiation, emotion vocabulary Main filters/modulators: Interoceptive accuracy, culture, language, masking, attention, social experience
SB-ASI-P1828	HUMAN_PARAMETER	Empathic-accuracy inference	CON-058	HUMAN	SEG-08	CON-058	1828	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1829	PRESERVED	“Empathic-accuracy inference” is a distinct operational function inside “Emotion Recognition and Labelling”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: A person may experience an emotion without accurately identifying or naming it. Scope: Recognition in self, recognition in others, bodily cue reading, facial cue reading, differentiation, emotion vocabulary Main filters/modulators: Interoceptive accuracy, culture, language, masking, attention, social experience
SB-ASI-P1829	HUMAN_PARAMETER	Mixed-signal disambiguation	CON-058	HUMAN	SEG-08	CON-058	1829	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1830	PRESERVED	“Mixed-signal disambiguation” is a distinct operational function inside “Emotion Recognition and Labelling”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: A person may experience an emotion without accurately identifying or naming it. Scope: Recognition in self, recognition in others, bodily cue reading, facial cue reading, differentiation, emotion vocabulary Main filters/modulators: Interoceptive accuracy, culture, language, masking, attention, social experience
SB-ASI-P1830	HUMAN_PARAMETER	Masked-emotion detection	CON-058	HUMAN	SEG-08	CON-058	1830	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1831	PRESERVED	“Masked-emotion detection” is a distinct operational function inside “Emotion Recognition and Labelling”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: A person may experience an emotion without accurately identifying or naming it. Scope: Recognition in self, recognition in others, bodily cue reading, facial cue reading, differentiation, emotion vocabulary Main filters/modulators: Interoceptive accuracy, culture, language, masking, attention, social experience
SB-ASI-P1831	HUMAN_PARAMETER	Suppressed-emotion inference	CON-058	HUMAN	SEG-08	CON-058	1831	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1832	PRESERVED	“Suppressed-emotion inference” is a distinct operational function inside “Emotion Recognition and Labelling”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: A person may experience an emotion without accurately identifying or naming it. Scope: Recognition in self, recognition in others, bodily cue reading, facial cue reading, differentiation, emotion vocabulary Main filters/modulators: Interoceptive accuracy, culture, language, masking, attention, social experience
SB-ASI-P1832	HUMAN_PARAMETER	Microexpression reading	CON-058	HUMAN	SEG-08	CON-058	1832	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1833	PRESERVED	“Microexpression reading” is a distinct operational function inside “Emotion Recognition and Labelling”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: A person may experience an emotion without accurately identifying or naming it. Scope: Recognition in self, recognition in others, bodily cue reading, facial cue reading, differentiation, emotion vocabulary Main filters/modulators: Interoceptive accuracy, culture, language, masking, attention, social experience
SB-ASI-P1833	HUMAN_PARAMETER	Emotion-in-tone detection	CON-058	HUMAN	SEG-08	CON-058	1833	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1834	PRESERVED	“Emotion-in-tone detection” is a distinct operational function inside “Emotion Recognition and Labelling”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: A person may experience an emotion without accurately identifying or naming it. Scope: Recognition in self, recognition in others, bodily cue reading, facial cue reading, differentiation, emotion vocabulary Main filters/modulators: Interoceptive accuracy, culture, language, masking, attention, social experience
SB-ASI-P1834	HUMAN_PARAMETER	Emotion-in-text inference	CON-058	HUMAN	SEG-08	CON-058	1834	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1835	PRESERVED	“Emotion-in-text inference” is a distinct operational function inside “Emotion Recognition and Labelling”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: A person may experience an emotion without accurately identifying or naming it. Scope: Recognition in self, recognition in others, bodily cue reading, facial cue reading, differentiation, emotion vocabulary Main filters/modulators: Interoceptive accuracy, culture, language, masking, attention, social experience
SB-ASI-P1835	HUMAN_PARAMETER	Alexithymia (labelling difficulty)	CON-058	HUMAN	SEG-08	CON-058	1835	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1836	PRESERVED	“Alexithymia (labelling difficulty)” is a distinct operational function inside “Emotion Recognition and Labelling”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: A person may experience an emotion without accurately identifying or naming it. Scope: Recognition in self, recognition in others, bodily cue reading, facial cue reading, differentiation, emotion vocabulary Main filters/modulators: Interoceptive accuracy, culture, language, masking, attention, social experience
SB-ASI-P1836	HUMAN_PARAMETER	Mislabelling detection	CON-058	HUMAN	SEG-08	CON-058	1836	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1837	PRESERVED	“Mislabelling detection” is a distinct operational function inside “Emotion Recognition and Labelling”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: A person may experience an emotion without accurately identifying or naming it. Scope: Recognition in self, recognition in others, bodily cue reading, facial cue reading, differentiation, emotion vocabulary Main filters/modulators: Interoceptive accuracy, culture, language, masking, attention, social experience
SB-ASI-P1837	HUMAN_PARAMETER	Situation selection	CON-059	HUMAN	SEG-08	CON-059	1837	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1838	PRESERVED	“Situation selection” is a distinct operational function inside “Emotion Regulation and Coping”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: Regulation can change the emotion, its expression, its meaning or the resulting behaviour. Scope: Reappraisal, suppression, acceptance, distancing, expression, distraction, soothing, problem-solving, co-regulation Main filters/modulators: Stress intensity, skill, social support, fatigue, trauma, culture, time
SB-ASI-P1838	HUMAN_PARAMETER	Situation modification	CON-059	HUMAN	SEG-08	CON-059	1838	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1839	PRESERVED	“Situation modification” is a distinct operational function inside “Emotion Regulation and Coping”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: Regulation can change the emotion, its expression, its meaning or the resulting behaviour. Scope: Reappraisal, suppression, acceptance, distancing, expression, distraction, soothing, problem-solving, co-regulation Main filters/modulators: Stress intensity, skill, social support, fatigue, trauma, culture, time
SB-ASI-P1839	HUMAN_PARAMETER	Attentional deployment (distraction)	CON-059	HUMAN	SEG-08	CON-059	1839	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1840	PRESERVED	“Attentional deployment (distraction)” is a distinct operational function inside “Emotion Regulation and Coping”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: Regulation can change the emotion, its expression, its meaning or the resulting behaviour. Scope: Reappraisal, suppression, acceptance, distancing, expression, distraction, soothing, problem-solving, co-regulation Main filters/modulators: Stress intensity, skill, social support, fatigue, trauma, culture, time
SB-ASI-P1840	HUMAN_PARAMETER	Attentional deployment (concentration)	CON-059	HUMAN	SEG-08	CON-059	1840	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1841	PRESERVED	“Attentional deployment (concentration)” is a distinct operational function inside “Emotion Regulation and Coping”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: Regulation can change the emotion, its expression, its meaning or the resulting behaviour. Scope: Reappraisal, suppression, acceptance, distancing, expression, distraction, soothing, problem-solving, co-regulation Main filters/modulators: Stress intensity, skill, social support, fatigue, trauma, culture, time
SB-ASI-P1841	HUMAN_PARAMETER	Cognitive reappraisal	CON-059	HUMAN	SEG-08	CON-059	1841	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1842	PRESERVED	“Cognitive reappraisal” is a distinct operational function inside “Emotion Regulation and Coping”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: Regulation can change the emotion, its expression, its meaning or the resulting behaviour. Scope: Reappraisal, suppression, acceptance, distancing, expression, distraction, soothing, problem-solving, co-regulation Main filters/modulators: Stress intensity, skill, social support, fatigue, trauma, culture, time
SB-ASI-P1842	HUMAN_PARAMETER	Positive reappraisal	CON-059	HUMAN	SEG-08	CON-059	1842	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1843	PRESERVED	“Positive reappraisal” is a distinct operational function inside “Emotion Regulation and Coping”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: Regulation can change the emotion, its expression, its meaning or the resulting behaviour. Scope: Reappraisal, suppression, acceptance, distancing, expression, distraction, soothing, problem-solving, co-regulation Main filters/modulators: Stress intensity, skill, social support, fatigue, trauma, culture, time
SB-ASI-P1843	HUMAN_PARAMETER	Perspective-broadening	CON-059	HUMAN	SEG-08	CON-059	1843	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1844	PRESERVED	“Perspective-broadening” is a distinct operational function inside “Emotion Regulation and Coping”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: Regulation can change the emotion, its expression, its meaning or the resulting behaviour. Scope: Reappraisal, suppression, acceptance, distancing, expression, distraction, soothing, problem-solving, co-regulation Main filters/modulators: Stress intensity, skill, social support, fatigue, trauma, culture, time
SB-ASI-P1844	HUMAN_PARAMETER	Reframing	CON-059	HUMAN	SEG-08	CON-059	1844	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1845	PRESERVED	“Reframing” is a distinct operational function inside “Emotion Regulation and Coping”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: Regulation can change the emotion, its expression, its meaning or the resulting behaviour. Scope: Reappraisal, suppression, acceptance, distancing, expression, distraction, soothing, problem-solving, co-regulation Main filters/modulators: Stress intensity, skill, social support, fatigue, trauma, culture, time
SB-ASI-P1845	HUMAN_PARAMETER	Acceptance	CON-059	HUMAN	SEG-08	CON-059	1845	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1846	PRESERVED	“Acceptance” is a distinct operational function inside “Emotion Regulation and Coping”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: Regulation can change the emotion, its expression, its meaning or the resulting behaviour. Scope: Reappraisal, suppression, acceptance, distancing, expression, distraction, soothing, problem-solving, co-regulation Main filters/modulators: Stress intensity, skill, social support, fatigue, trauma, culture, time
SB-ASI-P1846	HUMAN_PARAMETER	Distancing (self-distancing)	CON-059	HUMAN	SEG-08	CON-059	1846	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1847	PRESERVED	“Distancing (self-distancing)” is a distinct operational function inside “Emotion Regulation and Coping”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: Regulation can change the emotion, its expression, its meaning or the resulting behaviour. Scope: Reappraisal, suppression, acceptance, distancing, expression, distraction, soothing, problem-solving, co-regulation Main filters/modulators: Stress intensity, skill, social support, fatigue, trauma, culture, time
SB-ASI-P1847	HUMAN_PARAMETER	Cognitive change	CON-059	HUMAN	SEG-08	CON-059	1847	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1848	PRESERVED	“Cognitive change” is a distinct operational function inside “Emotion Regulation and Coping”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: Regulation can change the emotion, its expression, its meaning or the resulting behaviour. Scope: Reappraisal, suppression, acceptance, distancing, expression, distraction, soothing, problem-solving, co-regulation Main filters/modulators: Stress intensity, skill, social support, fatigue, trauma, culture, time
SB-ASI-P1848	HUMAN_PARAMETER	Expressive suppression	CON-059	HUMAN	SEG-08	CON-059	1848	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1849	PRESERVED	“Expressive suppression” is a distinct operational function inside “Emotion Regulation and Coping”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: Regulation can change the emotion, its expression, its meaning or the resulting behaviour. Scope: Reappraisal, suppression, acceptance, distancing, expression, distraction, soothing, problem-solving, co-regulation Main filters/modulators: Stress intensity, skill, social support, fatigue, trauma, culture, time
SB-ASI-P1849	HUMAN_PARAMETER	Expression enhancement	CON-059	HUMAN	SEG-08	CON-059	1849	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1850	PRESERVED	“Expression enhancement” is a distinct operational function inside “Emotion Regulation and Coping”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: Regulation can change the emotion, its expression, its meaning or the resulting behaviour. Scope: Reappraisal, suppression, acceptance, distancing, expression, distraction, soothing, problem-solving, co-regulation Main filters/modulators: Stress intensity, skill, social support, fatigue, trauma, culture, time
SB-ASI-P1850	HUMAN_PARAMETER	Response modulation	CON-059	HUMAN	SEG-08	CON-059	1850	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1851	PRESERVED	“Response modulation” is a distinct operational function inside “Emotion Regulation and Coping”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: Regulation can change the emotion, its expression, its meaning or the resulting behaviour. Scope: Reappraisal, suppression, acceptance, distancing, expression, distraction, soothing, problem-solving, co-regulation Main filters/modulators: Stress intensity, skill, social support, fatigue, trauma, culture, time
SB-ASI-P1851	HUMAN_PARAMETER	Physiological down-regulation	CON-059	HUMAN	SEG-08	CON-059	1851	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1852	PRESERVED	“Physiological down-regulation” is a distinct operational function inside “Emotion Regulation and Coping”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: Regulation can change the emotion, its expression, its meaning or the resulting behaviour. Scope: Reappraisal, suppression, acceptance, distancing, expression, distraction, soothing, problem-solving, co-regulation Main filters/modulators: Stress intensity, skill, social support, fatigue, trauma, culture, time
SB-ASI-P1852	HUMAN_PARAMETER	Breathing/relaxation control	CON-059	HUMAN	SEG-08	CON-059	1852	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1853	PRESERVED	“Breathing/relaxation control” is a distinct operational function inside “Emotion Regulation and Coping”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: Regulation can change the emotion, its expression, its meaning or the resulting behaviour. Scope: Reappraisal, suppression, acceptance, distancing, expression, distraction, soothing, problem-solving, co-regulation Main filters/modulators: Stress intensity, skill, social support, fatigue, trauma, culture, time
SB-ASI-P1853	HUMAN_PARAMETER	Soothing/self-comfort	CON-059	HUMAN	SEG-08	CON-059	1853	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1854	PRESERVED	“Soothing/self-comfort” is a distinct operational function inside “Emotion Regulation and Coping”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: Regulation can change the emotion, its expression, its meaning or the resulting behaviour. Scope: Reappraisal, suppression, acceptance, distancing, expression, distraction, soothing, problem-solving, co-regulation Main filters/modulators: Stress intensity, skill, social support, fatigue, trauma, culture, time
SB-ASI-P1854	HUMAN_PARAMETER	Rumination interruption	CON-059	HUMAN	SEG-08	CON-059	1854	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1855	PRESERVED	“Rumination interruption” is a distinct operational function inside “Emotion Regulation and Coping”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: Regulation can change the emotion, its expression, its meaning or the resulting behaviour. Scope: Reappraisal, suppression, acceptance, distancing, expression, distraction, soothing, problem-solving, co-regulation Main filters/modulators: Stress intensity, skill, social support, fatigue, trauma, culture, time
SB-ASI-P1855	HUMAN_PARAMETER	Worry postponement	CON-059	HUMAN	SEG-08	CON-059	1855	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1856	PRESERVED	“Worry postponement” is a distinct operational function inside “Emotion Regulation and Coping”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: Regulation can change the emotion, its expression, its meaning or the resulting behaviour. Scope: Reappraisal, suppression, acceptance, distancing, expression, distraction, soothing, problem-solving, co-regulation Main filters/modulators: Stress intensity, skill, social support, fatigue, trauma, culture, time
